Struct,First_6,Middle_8,Last_6
Unpaired,0.003202828086410633,0.0031365742116726374,0.0029618966641263168
Paired-Opening,0.002577277492841933,0.00309297271876625,0.0028256548115268335
Paired-Closing,0.0003359554837685,0.00012165162647619445,0.0
