Struct,First_6,Middle_9,Last_6
Unpaired,0.0010355935644460667,0.0007654223374856334,0.0008120471892853501
Paired-Opening,0.0008995302776795166,0.00031083206631780583,0.0
Paired-Closing,0.0,0.000344801252564837,0.0006491088359646334
