Struct,First_6,Middle_11,Last_6
Unpaired,0.005047954605172267,0.006392032531135409,0.007186366532224234
Paired-Opening,0.004524777817910933,0.006347935807611438,0.0070530247825078335
Paired-Closing,0.0,0.0,0.0
