Feature,Model,Spearman Correlation,P-Value
Pos1_Unpaired,12,0.1266951312708497,5.87837064386431e-05
,15,0.35293682202306587,1.0506207684794355e-30
,26,-0.23148495402160224,1.2446446294752989e-13
,30,-0.2323687106261031,9.989850826337472e-14
,42,0.0534187757342492,0.09134544618993569
,43,0.3540145739797742,6.783413691851219e-31
,48,-0.28582520767883707,2.9624670917897e-20
,51,-0.22002845072179253,1.9840143426160945e-12
,72,0.18081983453674286,8.491325269318448e-09
,85,0.08910314302086256,0.004805734187936378
Pos1_Paired-Opening,12,0.1617005148247368,2.734381420777975e-07
,15,0.15744339459573883,5.62083991319501e-07
,26,0.172316371598314,4.172923100417514e-08
,30,0.2224641701439534,1.1151918338848048e-12
,42,-0.2549799466778442,2.638114490123326e-16
,43,-0.2837990340002254,5.583064001249243e-20
,48,0.12820398401024138,4.7850628530492915e-05
,51,-0.44133403751228445,6.4303098189917224e-49
,72,-0.05067050824464291,0.10929569803048259
,85,-0.18675824781820585,2.6673775403405872e-09
Pos1_Paired-Closing,12,,
,15,,
,26,,
,30,,
,42,,
,43,,
,48,,
,51,,
,72,,
,85,,
Pos2_Unpaired,12,-0.9511607671974784,0.0
,15,-0.9036027288376046,0.0
,26,-0.16645313425955877,1.196031865832793e-07
,30,0.16645313425955877,1.196031865832793e-07
,42,-0.618254498678361,1.6980649301760493e-106
,43,-0.737149594578046,4.4436064095956466e-172
,48,-0.8798237096576678,0.0
,51,-0.33290626851911753,2.634968000454514e-27
,72,-0.618254498678361,1.6980649301760493e-106
,85,-0.07133705753981089,0.02407507989038555
Pos2_Paired-Opening,12,0.2377901917993696,2.541959211245873e-14
,15,0.28534823015924354,3.4406902282412164e-20
,26,-0.2377901917993696,2.541959211245873e-14
,30,0.28534823015924354,3.4406902282412164e-20
,42,-0.737149594578046,4.4436064095956466e-172
,43,0.4518013644188023,1.8508508423953056e-51
,48,0.6895915562181719,5.0246939979204006e-142
,51,0.4518013644188023,1.8508508423953056e-51
,72,0.8798237096576678,0.0
,85,0.42802234523886534,8.199799728907812e-46
Pos2_Paired-Closing,12,,
,15,,
,26,,
,30,,
,42,,
,43,,
,48,,
,51,,
,72,,
,85,,
Pos3_Unpaired,12,-0.9041240003013815,0.0
,15,-0.7455057546344726,4.8028059375712116e-178
,26,-0.17448007023359993,2.803366152880188e-08
,30,-0.33309831590050903,2.451058057075491e-27
,42,-0.8406767020346179,4.3511260743723116e-268
,43,-0.9358476494347634,0.0
,48,-0.5551638598341817,6.382762070771646e-82
,51,-0.7455057546344726,4.8028059375712116e-178
,72,-0.8406767020346179,4.3511260743723116e-268
,85,-0.20620371936698176,4.5964047341597254e-11
Pos3_Paired-Opening,12,0.3965456141672727,5.3181759440152744e-39
,15,0.3965456141672727,5.3181759440152744e-39
,26,0.7455057546344726,4.8028059375712116e-178
,30,0.5234402107007999,1.9620840460306507e-71
,42,0.49171656156741805,5.315483670316657e-62
,43,0.015861824566690906,0.6163717579538491
,48,0.4599929124340363,1.6453752003926089e-53
,51,0.682058456367709,8.588944002982202e-138
,72,0.8724003511679997,1.611618643844e-312
,85,-0.20620371936698176,4.5964047341597254e-11
Pos3_Paired-Closing,12,,
,15,,
,26,,
,30,,
,42,,
,43,,
,48,,
,51,,
,72,,
,85,,
Pos4_Unpaired,12,-0.9145405362625949,0.0
,15,-0.701856690620131,3.343877762295571e-149
,26,0.02126838456424639,0.5017109200441072
,30,-0.701856690620131,3.343877762295571e-149
,42,-0.701856690620131,3.343877762295571e-149
,43,-0.9570773053910877,0.0
,48,-0.31902576846369585,4.298169350163886e-25
,51,-0.8294669980056093,1.136699305826e-254
,72,-0.7443934597486238,3.083927304718628e-177
,85,-0.6593199214916382,9.305998043046521e-126
Pos4_Paired-Opening,12,0.7869302288771166,1.738406188646192e-211
,15,-0.14887869194972475,2.262467385598544e-06
,26,-0.2764889993352031,5.261822688559865e-19
,30,-0.4040993067206814,1.4350481411306426e-40
,42,0.4040993067206814,1.4350481411306426e-40
,43,0.4040993067206814,1.4350481411306426e-40
,48,-0.10634192282123195,0.000756673704581658
,51,0.48917284497766705,2.7526866212842572e-61
,72,0.31902576846369585,4.298169350163886e-25
,85,-0.2764889993352031,5.261822688559865e-19
Pos4_Paired-Closing,12,,
,15,,
,26,,
,30,,
,42,,
,43,,
,48,,
,51,,
,72,,
,85,,
Pos5_Unpaired,12,-0.9996469584242837,0.0
,15,-0.9996469584242837,0.0
,26,-0.5997881750545702,9.847944163896058e-99
,30,-0.9552182047165377,0.0
,42,-0.9996469584242837,0.0
,43,-0.9996469584242837,0.0
,48,-0.9996469584242837,0.0
,51,-0.9996469584242837,0.0
,72,-0.9996469584242837,0.0
,85,-0.9996469584242837,0.0
