Struct,First_6,Middle_9,Last_6
Unpaired,0.0029087465820925,0.0008748882853742223,0.0011304618041486
Paired-Opening,0.002063699594248967,0.0005929003539624,0.0008247364771550833
Paired-Closing,5.7882463499693906e-05,0.0,0.0
