Struct,First_6,Middle_8,Last_6
Unpaired,0.00034234886591313327,0.0002460076557041625,0.0002799877489554667
Paired-Opening,0.00030447667002311666,8.224531717809376e-05,0.0
Paired-Closing,4.1662080494714506e-05,0.00013555939743703488,0.00020214969936199997
