Base,First_6,Middle_8,Last_6
A,0.0020472459497521502,0.0014606254846627502,0.00152707230422825
C,0.004932937676715717,0.0036384603575972748,0.0022567311364606667
G,0.0037839879732720506,0.0020814613066544377,0.002897357680638934
T,0.0042196299037717,0.00355169711456015,0.0023326010996427998
