Struct,First_6,Middle_9,Last_6
Unpaired,0.011471051614483967,0.004026473174682677,0.0021500524037647837
Paired-Opening,0.010448694577434582,0.004755932676361588,0.0037933436371987666
Paired-Closing,0.00019923451927473333,0.0,0.0
