Struct,First_6,Middle_8,Last_6
Unpaired,0.0008104324416999333,0.0004868996773188,0.0003276552764444666
Paired-Opening,0.0005169456153283999,9.703375937988256e-05,0.0
Paired-Closing,0.0,0.0003129974947528645,0.0002438351935518833
