Struct,First_6,Middle_8,Last_6
Unpaired,0.004876244362599316,0.0035543984902876124,0.0048472062224890165
Paired-Opening,0.004583980828135316,0.003955827770456013,0.004881904871059033
Paired-Closing,2.521355847453294e-05,5.322269929706376e-06,0.0
