Struct,First_6,Middle_9,Last_6
Unpaired,0.0035261588861889835,0.0011693161585291443,0.0007670684244058999
Paired-Opening,0.002969147091189467,0.0008958533383284556,0.00060718881993455
Paired-Closing,1.8906274094326037e-05,0.0,0.0
