Struct,First_6,Middle_9,Last_6
Unpaired,0.0046722774096904,0.0017874510534244667,0.0014104626631998337
Paired-Opening,0.0049005628135485495,0.0018784448062315001,0.0017077895871459668
Paired-Closing,2.7449152574379716e-05,0.0,0.0
