trial,validation_mse,unseen_pearson,unseen_spearman
0,0.7408824936866997,0.505017346513708,0.47207863404365774
1,0.7411326413576494,0.5034060964801452,0.46773089094557174
2,0.7400234149758733,0.5105559212090159,0.4708699162710426
3,0.7410869837434346,0.5033098096122995,0.46941542155872373
4,0.7419845485756152,0.5052147104793465,0.4717036893646432
5,0.7398410951713146,0.5018779492437827,0.4673884693568494
6,0.7488606521676945,0.5035884517346716,0.46552651540603657
7,0.7392516271691835,0.5085928258259492,0.4701816443825633
8,0.7400284951211404,0.5051777466721187,0.46896833365412655
9,0.7470791285276895,0.49952424856194577,0.4630480007615604
10,0.7561092440373899,0.4921058098841798,0.4546222042179823
11,0.7380467751809959,0.4995173360788333,0.4617458756566857
12,0.7381307750813164,0.5037268854554678,0.466192924088283
13,0.7343157689226248,0.5080665267248884,0.46948540268781286
14,0.74656758247285,0.4984294773491363,0.4621422671369126
15,0.7356882388864815,0.5018126027445848,0.4643302170609667
16,0.7346445900022704,0.5075052039838633,0.4723734104516941
17,0.7410218508513631,0.5023050490333094,0.4683600146547185
18,0.7395181569750648,0.5044108894450641,0.46831436010963506
19,0.743319516999806,0.5028801715644972,0.46555181627643377
20,0.7448415807399648,0.508552140615777,0.46897813978119884
21,0.73378901191416,0.5086117021281765,0.47310215141803175
22,0.741301489168543,0.5061285054052977,0.4728513522790351
23,0.7375997415705181,0.5070270687158503,0.47177374963602514
24,0.7374976703290561,0.5045446358422611,0.4682568333759774
25,0.7391510383304268,0.5038957680287717,0.4692652346568654
26,0.7365869820093807,0.5071574355911872,0.4732661275763646
27,0.7399929929487573,0.5058044930028218,0.4678755614522396
28,0.7309392896594816,0.5072500639629718,0.469428450221444
29,0.7445425214870979,0.5041715827032281,0.4676808076416971
30,0.7323438033323516,0.5065560136120754,0.46970901176146457
31,0.7297199787020581,0.5070803213242193,0.46898492929461905
32,0.7359217365737263,0.5040851705049467,0.4670299755479004
33,0.7343417849543818,0.5049018208881613,0.4673298223838842
34,0.7388415315834909,0.49812160656891613,0.46136299647713974
35,0.7345075182980442,0.5053041056414519,0.4675728990257171
36,0.7347305189408455,0.5062632053222185,0.4706193777019217
37,0.7391572893959675,0.5043155242565147,0.46992127620551916
38,0.7510908622733594,0.49857512408443494,0.46730171588964026
39,0.7391510383304268,0.5038957680287717,0.4692652346568654
40,0.7350000688426553,0.5057793988266789,0.47013682332322876
41,0.734619519765823,0.5092856718321505,0.47027608174711993
42,0.7381635428444311,0.503880761017343,0.46456570060370705
43,0.7374101953286956,0.5046735555390255,0.46630974453187163
44,0.7395542468786311,0.5043387162565638,0.46820801981179283
45,0.7409511813468893,0.4994508318053218,0.46324268615667363
46,0.7370420199543861,0.5084832180946761,0.4722456364444809
47,0.7425751645806392,0.5033601539945396,0.46801309927031515
48,0.7450259617412927,0.5080322239528715,0.4700925951131515
49,0.7392822448334101,0.49502252002836383,0.45668808817767925
50,0.7419845485756152,0.5052147104793465,0.4717036893646432
51,0.73155581935048,0.5087430645152231,0.47078098305447
52,0.7392886606419365,0.5029961759189735,0.4679318778240428
53,0.7363158184604729,0.5083803954046134,0.47074619600471185
54,0.7346923496652529,0.5030140224795668,0.4651268991941108
55,0.7386981426496105,0.5038132417789025,0.46867466337999436
56,0.7431383260662258,0.5014138425552241,0.46749534726482456
57,0.7381483193065046,0.5059635785157223,0.4701275333525621
58,0.7440240490033336,0.5024756902104653,0.4654328692954823
59,0.7377620663852162,0.5072775812610177,0.4680714496919564
60,0.7316635666022098,0.5020535428660957,0.4628384725968246
61,0.7328523008265603,0.5024742200152886,0.46415434269930367
62,0.7332637492230679,0.5015005568564833,0.46310812094677023
63,0.7345430584513729,0.5001361274165583,0.4609117050778871
64,0.7363309795686495,0.5015661145610615,0.4620453286394017
65,0.7339995982596998,0.5062565425121597,0.4680743360629023
66,0.732456142150598,0.5038134998637803,0.4650566482886251
67,0.7369976373672378,0.5078837422198251,0.4686590220080456
68,0.7305597205131511,0.5078392327116787,0.4695355261118468
69,0.7423777915423629,0.5102119385938799,0.47220150536742045
70,0.7406723874470406,0.5040812578877839,0.4658589096577985
71,0.7333216826141818,0.5077940784303672,0.46929149241417484
72,0.738377412723597,0.4957082067076025,0.45723105346492493
73,0.7345465385703074,0.5050840725817876,0.46699175404359033
74,0.7318167408749517,0.5047899687349892,0.46686888660514825
75,0.7433323982827911,0.49942375399011885,0.46402260194860584
76,0.7312723720361612,0.5082531804206698,0.4704298334306997
77,0.7356070731927717,0.5070963120983857,0.470023130647249
78,0.7351030055766541,0.5079147423235173,0.47205721672020456
79,0.7371282980379081,0.5011395921190088,0.4636518070454651
80,0.7339054396804062,0.5072420819693191,0.46996513032678605
81,0.7300660282237273,0.5083975459102957,0.46984844848778945
82,0.7388106035559638,0.4954914511418517,0.45697200198927296
83,0.7337055573292212,0.5045521824672066,0.46557942181770084
84,0.7338392178440191,0.5078997701637924,0.4709692495619701
85,0.732580944189586,0.5073457813208732,0.4695725397037435
86,0.7368873037500606,0.5020294397055458,0.4636542025990532
87,0.7405880290286713,0.5033894493036006,0.4674132197786628
88,0.7388882502749758,0.5041835780442299,0.4699600339685462
89,0.7386246077493512,0.5036398212899271,0.46817243297721944
90,0.7366023456853212,0.5082232880203553,0.4707922222736278
91,0.7375700686896492,0.5035536425659966,0.4648489595698396
92,0.7358625349057372,0.5031384505552834,0.46508412358718587
93,0.7345275235380649,0.5031347010723961,0.4649390988406284
94,0.7376496650395453,0.5018121719830037,0.46405812273272756
95,0.7359775679686448,0.5073901836457057,0.46818067796555096
96,0.7353095290684338,0.505678403381503,0.4698042894533129
97,0.7394900835013665,0.5039445648522124,0.4682607600837664
98,0.7363328498294943,0.5060351267585992,0.4712394938863223
99,0.7338446588042903,0.5029454231652098,0.46465403860604443
