Feature,Model,Spearman Correlation,P-Value
Pos1_Unpaired,18,0.56081843275459,6.527554790083323e-84
,23,0.56081843275459,6.527554790083323e-84
,24,-0.2058368782033773,4.981585099325594e-11
,25,0.56081843275459,6.527554790083323e-84
,44,0.56081843275459,6.527554790083323e-84
,67,0.56081843275459,6.527554790083323e-84
,70,-0.33279820066807597,2.7443974274308976e-27
,95,0.56081843275459,6.527554790083323e-84
,96,0.56081843275459,6.527554790083323e-84
,97,0.56081843275459,6.527554790083323e-84
Pos1_Paired-Opening,18,-0.56081843275459,6.527554790083323e-84
,23,-0.56081843275459,6.527554790083323e-84
,24,-0.56081843275459,6.527554790083323e-84
,25,-0.56081843275459,6.527554790083323e-84
,44,-0.56081843275459,6.527554790083323e-84
,67,-0.56081843275459,6.527554790083323e-84
,70,-0.37393738490501843,1.5297008798056022e-34
,95,-0.56081843275459,6.527554790083323e-84
,96,-0.56081843275459,6.527554790083323e-84
,97,-0.56081843275459,6.527554790083323e-84
Pos1_Paired-Closing,18,,
,23,,
,24,,
,25,,
,44,,
,67,,
,70,,
,95,,
,96,,
,97,,
Pos2_Unpaired,18,0.6979630987039982,6.952101563506163e-147
,23,0.6979630987039982,6.952101563506163e-147
,24,-0.2569049562120528,1.5474111112305098e-16
,25,0.6979630987039982,6.952101563506163e-147
,44,0.6979630987039982,6.952101563506163e-147
,67,0.6979630987039982,6.952101563506163e-147
,70,-0.021945025317342028,0.4881977553554665
,95,0.6979630987039982,6.952101563506163e-147
,96,0.6979630987039982,6.952101563506163e-147
,97,0.6979630987039982,6.952101563506163e-147
Pos2_Paired-Opening,18,-0.6979631007978896,6.952081771017213e-147
,23,-0.6979630987039982,6.952101563506163e-147
,24,-0.5997916213761869,9.816208405483401e-99
,25,-0.6979630987039982,6.952101563506163e-147
,44,-0.6979630987039982,6.952101563506163e-147
,67,-0.6979630987039982,6.952101563506163e-147
,70,0.2449323044056332,3.975063710349303e-15
,95,-0.6979630987039982,6.952101563506163e-147
,96,-0.6979630987039982,6.952101563506163e-147
,97,-0.6979630987039982,6.952101563506163e-147
Pos2_Paired-Closing,18,,
,23,,
,24,,
,25,,
,44,,
,67,,
,70,,
,95,,
,96,,
,97,,
Pos3_Unpaired,18,0.7499152391520416,2.741151760072135e-181
,23,0.7519897376218412,7.732584553467236e-183
,24,-0.40532508563778047,7.914672352644977e-41
,25,0.7519897376218412,7.732584553467236e-183
,44,0.7519897376218412,7.732584553467236e-183
,67,0.7519897376218412,7.732584553467236e-183
,70,-0.38725097036366984,3.99247947210751e-37
,95,0.7519897376218412,7.732584553467236e-183
,96,0.741896504682239,1.9358389949176123e-175
,97,0.7519897376218412,7.732584553467236e-183
Pos3_Paired-Opening,18,-0.7519897376218412,7.732584553467236e-183
,23,-0.7519897376218412,7.732584553467236e-183
,24,0.347414662969296,9.626338927137103e-30
,25,-0.7519897376218412,7.732584553467236e-183
,44,-0.7519897376218412,7.732584553467236e-183
,67,-0.7519897376218412,7.732584553467236e-183
,70,0.11731586198955496,0.0002007593566686037
,95,-0.7519897376218412,7.732584553467236e-183
,96,-0.21552443333164814,5.655675876412871e-12
,97,-0.7519897376218412,7.732584553467236e-183
Pos3_Paired-Closing,18,,
,23,,
,24,,
,25,,
,44,,
,67,,
,70,,
,95,,
,96,,
,97,,
Pos4_Unpaired,18,0.7751216683938082,3.157186597181662e-201
,23,0.7751216683938082,3.157186597181662e-201
,24,0.7751216683938082,3.157186597181662e-201
,25,0.7751216683938082,3.157186597181662e-201
,44,0.7751216683938082,3.157186597181662e-201
,67,0.7315800734078625,3.1552719399736075e-168
,70,-0.4361402647463182,1.0874595369051255e-47
,95,0.7751216683938082,3.157186597181662e-201
,96,0.7648729445251161,8.098012469351438e-193
,97,0.5200569401481373,2.2222255120274427e-70
Pos4_Paired-Opening,18,-0.7732793751304029,1.1052645323594829e-199
,23,-0.7751216683938082,3.157186597181662e-201
