Struct,First_6,Middle_8,Last_6
Unpaired,0.0018891984749787167,0.0016235244603780502,0.0019010216632367
Paired-Opening,0.0014225551183758669,0.0006024181380885078,0.0
Paired-Closing,0.0,0.000796921147828459,0.0017419841186352668
