Struct,First_6,Middle_8,Last_6
Unpaired,0.0006468838608835833,0.00062240748831875,0.0005438851316373
Paired-Opening,0.0005411009265812833,0.0005152771916873,0.0004296435688112001
Paired-Closing,4.9884618862079406e-05,2.0313504667083324e-05,0.0
