crRNA spacer,bh_maximal consecutive paired bases,bh_maximal consecutive unpaired bases,bh_5' overhang,bh_3' overhang,bh_5' stem,bh_3' stem,dsDNA target,ah_maximal consecutive paired bases,ah_maximal consecutive unpaired bases,ah_5' overhang,ah_3' overhang,ah_5' stem,ah_3' stem,PAM-proximal region,central region,PAM-distal region,crRNA spacer,bh_maximal consecutive paired bases,bh_maximal consecutive unpaired bases,bh_5' overhang,bh_3' overhang,bh_5' stem,bh_3' stem,dsDNA target,ah_maximal consecutive paired bases,ah_maximal consecutive unpaired bases,ah_5' overhang,ah_3' overhang,ah_5' stem,ah_3' stem,PAM-proximal region,central region,PAM-distal region
0.6159384,0.7673969,0.7733559,0.88151574,0.76821333,0.875,0.875,0.4075007,0.5710686,0.91822803,0.91822803,1.0,1.0,0.57294196,0.44699055,0.42621365,0.4035707,-0.001256063505775704,0.0051738095084570565,-0.007006068818119164,0.0077871600697266685,0.0037014833889480437,0.002076115188785963,0.001875236640307727,-0.07946268079564338,0.006149291627980031,0.003796641165795781,-1.8460199359398126e-05,0.00200644720684821,0.0005426648539537486,0.005527320593650278,0.001019675084805012,0.006260808212223354,0.010611058815269669
0.6159384,0.7673969,0.7733559,0.88151574,0.76821333,0.875,0.875,0.71342,0.77623904,0.8723681,0.91822803,1.0,1.0,0.812541,0.37074053,0.6512137,0.5724596,0.0015429455877307946,0.005245089561066883,-0.010796928961819087,0.007746847296389915,0.00032360427928453036,0.0007087436552019965,0.002984526618595966,0.0193348564550747,-0.004082146874725397,0.0009886088709069498,-0.0012502545107527343,0.0024545011755324458,0.0003206021596889425,-0.001969989221067573,0.00351933792329078,-0.00732212426675952,-0.009162678475880936
0.6613455,0.7936186,0.13546406,0.13546406,0.96618056,0.875,0.875,0.5001674,0.6501089,0.88874394,0.88874394,1.0,1.0,0.55587476,0.2594905,0.48121366,0.6546819,0.0012423991101008628,0.00954778949108573,0.027531180055670665,-0.04879528355265543,-0.004927936586959503,0.0015788332480488837,0.00012097902480097931,-0.05177428232270603,-0.0004383510889483737,0.0018177605815507438,-0.00034681857631721567,0.001869937548295645,-3.73280522007818e-05,-0.010031753787214603,0.006571283013643985,0.0026805568955674823,-0.015561046912723258
0.4471884,0.75856787,0.48611763,0.92105263,0.92105263,0.56315017,0.6750382,0.74133915,0.7770558,0.7366328,0.7366328,1.0,1.0,0.8717351,0.32074046,0.6752137,0.5391263,-0.003000832882722147,0.0026017280924042307,0.012312607858913369,0.010346850481638671,0.00041075111151689673,-0.01163295413191798,-0.006867284120309096,0.03084957815059131,-0.004633725594768947,-0.004010600616983764,0.0010312179493501355,0.0018356169451556317,0.0013934786165615875,0.0022551439664672272,0.00356244214312708,-0.009676134071860165,-0.005876174019863092
0.6159384,0.7673969,0.7733559,0.88151574,0.76821333,0.875,0.875,0.62008667,0.8146038,0.91822803,0.91822803,0.91822803,1.0,1.0,0.60824054,0.3952137,0.62468183,0.0002109538338701609,0.00481675572481958,-0.008314948680646672,0.007671207858721281,0.001908043815543801,0.00013231525771998203,0.0009405554501703834,-0.008210804945520685,-0.0024943953946566276,0.0031129199600927783,-0.001119948372763646,-0.003636161186361397,-0.00025369385986672766,0.0029922754793466773,-0.003556890547468032,0.00795420533274455,-0.010212754549913692
0.42555013,0.6643281,0.4042541,0.4042541,0.92105263,0.875,0.37415844,0.5060865,0.62197846,0.8274353,0.8274353,0.98517364,1.0,1.0,0.41699058,0.45621365,0.57579297,-0.008034700559930896,-0.004446744481148898,0.01781438051945776,-0.018460971349749822,-0.002003056093165581,0.0007765361255714448,0.0014111912788323583,-0.050850732702835376,-0.00013245150708036924,-0.0008361837053012453,-0.001904450619033838,0.001028915717883817,-0.00020515042244932766,0.0036618319915144343,0.001015745718472571,0.004166889480313259,-0.006676480218017766
0.5349251,0.56098104,0.49149153,0.96618056,0.549469,0.875,0.875,0.60354614,0.70930773,0.8194296,0.8194296,0.91822803,1.0,1.0,0.6507405,0.45121366,0.45579296,-0.0011706846814602523,-0.016394081339758126,0.013768863849195396,0.01404198238071296,0.005557761919553399,0.0015826051928316798,0.001742943212943952,-0.011948807972065247,-0.0017736811938228816,-0.0007664987509597125,-0.0017604601270737868,-0.004873994552207839,0.0007088164500032573,0.0009119100653485839,-0.006690077698452355,0.0038425327458316027,0.00262736043769849
0.3510237,0.7448318,0.7128891,0.92105263,0.92105263,0.94645256,0.6956193,0.74529374,0.7285216,0.91822803,0.98517364,1.0,1.0,0.74935466,0.54574054,0.58521366,0.3913485,-0.004183379649021441,0.0029448040636601822,-0.004853443450821061,0.008077608105499247,0.0005609483545829213,0.004628406560863755,-0.005108652475966309,0.025369168024580516,-0.0018912225235255466,0.0035763060833647943,-0.001669321443263428,0.0025003681577348198,0.0009202735398110212,-0.0040363735850879765,-0.002435277035189987,-0.004286171260997328,0.013050756371896283
0.707747,0.8910584,0.39926144,0.39926144,0.96618056,0.875,0.875,0.65775335,0.7045217,0.833041,0.833041,0.98517364,1.0,1.0,0.46324056,0.73321366,0.4824596,0.0072658161526205035,0.019923516439736805,0.023167436019358324,-0.03090849930075487,-0.00446285440772624,0.0025618123087333233,0.00020662574484010585,0.002592043291206494,-0.0006953937228499302,-0.00032702902718941766,-0.0013515773724476119,0.00042744079455469945,0.00010956048758008227,0.00428434607671326,-6.872781657939774e-05,-0.0069970264777974136,4.2861276554460595e-05
0.38492516,0.8253482,0.9567907,0.92105263,0.98986477,0.76609075,0.875,0.5928795,0.6147102,0.85110956,0.85110956,0.98874503,1.0,1.0,0.5319906,0.43521366,0.6280153,-0.005988469956085208,0.008780944043429146,-0.02115690787776396,0.010731937619040939,-0.003733520813523547,-0.0017656876669038368,0.0013479233788185447,-0.018236214516069868,-0.000870216980321674,-3.066672379781366e-05,-0.0018111617633812104,0.0007256128707123339,0.0003914760314941748,-0.0006124468186832066,-0.0015269888905216492,0.006113529967236603,-0.009756252087205429
0.58876014,0.46470037,0.8309905,0.91626394,0.92105263,0.875,0.8123999,0.7097533,0.74233687,0.8605269,0.8605269,1.0,1.0,0.9326584,0.28824043,0.71221364,0.43468177,0.0007562674820937543,-0.01899343325917518,-0.00987955426505694,0.00835844368623318,-0.000848015350935822,0.0009597145340854685,0.0010310056879531105,0.01925806597829622,-0.0016693261978432958,0.0001781716045056466,-0.0008216661740975084,0.0016846604021729004,0.0003274354989467903,0.0008790253705733593,0.006801913607860669,-0.009170016659813823,0.006166494390506983
0.6510234,0.7936186,0.7048106,0.7048106,0.7443663,0.875,0.875,0.88742995,0.7930839,0.2965421,0.2965421,1.0,1.0,0.7930839,0.5107405,0.69121367,0.4191263,0.00390964093517446,0.006360073817087186,-0.005084242414036446,-0.0064531580686815635,0.0022253899582991288,0.0016675784045921602,0.003595730150220665,0.07521150692725889,-0.003802589566547663,-0.02009350713159294,0.0018739834643026615,0.0014421276039210868,0.0002001787025047342,-0.0012293458007054789,-0.0022443289733849662,-0.006536462128544913,0.007343080605346758
0.4130502,0.79672414,0.5180356,0.5180356,0.92105263,0.875,0.94645256,0.5432937,0.65748495,0.85539186,0.98517364,1.0,1.0,0.74436957,0.3019905,0.62121373,0.30134848,-0.0056238869172831095,0.0073290358720232325,0.010040968266595295,-0.0229098587156432,-0.0021623675993249535,0.0011002623354733584,0.0038286682965957873,-0.0397226789029179,0.00016980644796923294,0.0014979555400930445,0.003598242801803668,0.003165410034159902,-1.776037153554337e-05,-0.0013254188028986446,0.007549302098534557,-0.0054093498381252,0.01989386294371482
0.5349251,0.56098104,0.49149153,0.96618056,0.549469,0.875,0.875,0.54396033,0.70937437,0.8930279,0.8930279,1.0,1.0,0.7656403,0.5519905,0.57621366,0.49468178,-0.001806117234798646,-0.014810765624059499,0.012836971886732749,0.013825388963841629,0.0036626760480235354,0.001939469892264656,0.0033189913328368482,-0.036015614179846465,-0.0011296301682428346,0.001993849065721429,-0.0008663894799956482,0.0031793405243718863,0.0013819622510212572,-0.003169686490656407,-0.003062207715629375,-0.002833788460590974,0.0010404115982282625
0.40055016,0.8253482,0.88151574,0.96618056,0.92105263,0.875,0.8123999,0.77141994,0.8623365,0.93845457,1.0,0.98517364,0.8984198,1.0,0.58699054,0.53221357,0.5735708,-0.007359086191205555,0.005977072985748082,-0.012421389156562523,0.010091545668980774,0.000256082810521352,0.00018568601462755834,-0.0005866230325561557,0.034070674377209495,-0.007038384749782118,0.0038848721243103746,-0.000788403267997725,0.0003525260152621666,-0.0016326368024495073,0.00557149737414755,-0.002992278862638377,-0.0006424370962910845,-0.00798137879393314
0.6159384,0.7673969,0.7733559,0.88151574,0.76821333,0.875,0.875,0.631627,0.7352787,0.91822803,0.91822803,1.0,1.0,0.812541,0.37074053,0.53421366,0.5724596,0.0010618083955169252,0.00462130816025134,-0.007592229469637748,0.00622651961076938,0.00021767745686044552,0.0009887845365232086,0.003546310948664351,-0.006016958164962882,-0.0024481603699413046,0.0033432022666652172,-0.0010619437123985543,0.0020003894293561543,0.00010588529065138516,-0.0022354025264182554,0.003073890656910224,0.0002670307966843948,-0.007814873012649071
0.4471884,0.75856787,0.48611763,0.92105263,0.92105263,0.56315017,0.6750382,0.5849958,0.55016947,0.8226526,0.8226526,1.0,1.0,0.8717351,0.42699045,0.5912137,0.50023735,-0.0022198208416319243,0.0031442748026321464,0.012595050663103496,0.010845203461280645,-0.0004095545068406682,-0.008271420301627076,-0.005068203218785047,-0.021218906849331778,0.0044992350894826234,-0.0010571469401177871,-0.0008780922145314769,0.0017909110978050983,0.0010456694291021763,-0.0002659633251369638,0.000800744714854666,-0.004617684912557045,-0.0003268603774888423
0.75438523,0.75798744,0.7478704,0.96618056,0.92105263,0.875,0.8123999,0.72129375,0.7488467,0.91822803,0.91822803,1.0,1.0,0.89891416,0.58449054,0.73821366,0.61801517,0.007846377893529953,0.0020637737692281903,-0.007000865813717807,0.010017859766212688,-0.00010999959780905518,0.001121131669065612,-0.0002200572441487638,0.02463169387433544,-0.0031462541176070706,0.00200187197132238,-0.001000173308315366,0.000678551536788636,-8.82357167091409e-05,0.0019851308055028848,-0.004424929071280648,-0.011754960586140504,-0.014526517237408871
0.8947735,0.6256948,0.54235804,0.92105263,0.92105263,0.39152247,0.94645256,0.80654615,0.8128847,0.8766526,0.91822803,0.89835733,1.0,1.0,0.7769905,0.73521364,0.6824596,0.018111756978126198,-0.0060265018821575225,0.0016297738500956715,0.005184297746620834,-0.00013884051823601925,-0.004146167233757818,0.004085654824402899,0.04513732801470265,-0.0008387884380469743,0.0011931125236950872,-0.0007270631904498082,-0.003094163496118306,-7.358090796613623e-05,0.0088254707963057,-0.0021516308411991063,-0.005568812343632721,-0.015016543933628272
0.6159384,0.7673969,0.7733559,0.88151574,0.76821333,0.875,0.875,0.5502936,0.6335934,0.91822803,0.91822803,1.0,1.0,0.6354666,0.44699055,0.53421366,0.31023735,5.761658529730703e-05,0.003952250912040026,-0.009637653012093714,0.009528231938537858,0.0012566918169774153,0.0028643809480058497,0.004122481671293404,-0.0323463546375421,0.0025225010625292057,0.004374791563663305,-0.0006230108397480049,0.0015518700616013303,0.0016379400387526903,0.001281161028283234,0.0011976503213708375,0.0007088913286247392,0.020075477164406032
