Feature,Model,Spearman Correlation,P-Value
crRNA spacer,16,0.8962305218604912,0.0
,17,0.9655603619668628,0.0
,25,0.7870548094455052,1.3441358162039956e-211
,29,0.7463913465585745,1.0850971490437501e-178
,41,0.8904408661322216,0.0
,42,0.8573130453829664,4.790598080881037e-290
,54,0.9297624031205004,0.0
,59,0.9603424977040782,0.0
,69,0.906390260664588,0.0
,81,0.9046815143558916,0.0
bh_maximal consecutive paired bases,16,-0.9835342477778279,0.0
,17,-0.9875233978581728,0.0
,25,-0.9860499391812743,0.0
,29,-0.986946031883464,0.0
,41,-0.9841795756365733,0.0
,42,-0.988012887172303,0.0
,54,-0.9812586534475618,0.0
,59,-0.9882272961102025,0.0
,69,-0.9859779558127368,0.0
,81,-0.986373000442948,0.0
bh_maximal consecutive unpaired bases,16,-0.9106872623588745,0.0
,17,-0.8603421910418299,2.4088755075908145e-294
,25,-0.9416219901557169,0.0
,29,-0.9291605000676509,0.0
,41,-0.9418850426641975,0.0
,42,-0.9455073876661919,0.0
,54,-0.8973403805593463,0.0
,59,-0.9112164633818203,0.0
,69,-0.9040162874638773,0.0
,81,-0.9349677012929735,0.0
bh_5' overhang,16,0.6731798518760164,5.7741136420087354e-133
,17,0.6760144664181869,1.7325387253814468e-134
,25,0.7225360318749027,3.5570420636995937e-162
,29,0.7246609393181783,1.415613555544152e-163
,41,0.706119115861204,8.772332057292208e-152
,42,0.697888683434473,7.692208609450108e-147
,54,0.7499394178058357,2.6300270825576103e-181
,59,0.6167515720978607,7.606142446705025e-106
,69,0.6857924044009045,7.111330367675587e-140
,81,0.7563927844622025,3.530032213684965e-186
bh_3' overhang,16,0.23928374264348506,1.7330298296108887e-14
,17,-0.20272100113480443,9.808426592204183e-11
,25,0.0007878479962004002,0.9801484588109945
,29,-0.16950256842392544,6.948258214506415e-08
,41,-0.41851077501203554,1.120259491715132e-43
,42,-0.18309773253178363,5.47050620450223e-09
,54,-0.2186622642719093,2.7327209920848617e-12
,59,0.14726208410537955,2.917700357701888e-06
,69,-0.19506224660572385,4.954401800252823e-10
,81,-0.09698332798851378,0.002138535816746586
bh_5' stem,16,0.2716689188646855,2.2268148080614088e-18
,17,0.14119076758873025,7.404086228230338e-06
,25,-0.30531666305441335,5.096452017944146e-23
,29,0.5607530428135749,6.886295118359212e-84
,41,0.4784652455812327,2.4046828913700535e-58
,42,0.4970905942386892,1.5728932445251737e-63
,54,-0.38468722468752264,1.2824896139594231e-36
,59,0.4302644909392577,2.5140390714049716e-46
,69,-0.1232858408593202,9.280004586678626e-05
,81,-0.13582859792673668,1.6333305579459653e-05
bh_3' stem,16,0.7316640848041192,2.764793197864267e-168
,17,0.736885555981999,6.800362401067119e-172
,25,0.7352646241825069,9.164785415251015e-171
,29,0.7376417701903372,2.0075774997244364e-172
,41,0.7341009825295887,5.860122719169028e-170
,42,0.7328641148827342,4.1662215792719346e-169
,54,0.7347721669627663,2.0121194258106128e-170
,59,0.7341061673680704,5.8120029126971405e-170
,69,0.7288385133051737,2.2881651755688904e-166
,81,0.7348434939505111,1.795701311262356e-170
dsDNA target,16,-0.4972106812630918,1.4528604875443835e-63
,17,-0.23084786665794058,1.4575942114357056e-13
,25,-0.5575145108646172,9.60037692826913e-83
,29,-0.49035907285549774,1.280683445014796e-61
,41,-0.6409771576443889,8.647420488302298e-117
,42,-0.06842268193406309,0.030499293453355652
,54,-0.7621488717042388,1.1788854521574644e-190
,59,-0.6456286647100288,5.261403364511718e-119
,69,0.10282916419751427,0.0011286964282641201
,81,-0.8944081646061227,0.0
ah_maximal consecutive paired bases,16,-0.8274118914118915,2.565399758754123e-252
,17,-0.32138153738153735,1.8443857781036238e-25
,25,-0.3064733704733705,3.4392845754228227e-23
,29,-0.0956912396912397,0.0024520910146960495
,41,0.37611181611181616,5.899751135287453e-35
,42,-0.684920868920869,2.1913441590661867e-139
,54,-0.9475249915249915,0.0
,59,-0.6218685338685339,4.461246901129679e-108
,69,-0.7651301491301491,5.042224185550703e-193
,81,0.7385949065949066,4.287561712453696e-173
ah_maximal consecutive unpaired bases,16,,
,17,,
,25,,
,29,,
,41,,
,42,,
,54,,
,59,,
,69,,
,81,,
ah_5' overhang,16,,
,17,,
,25,,
,29,,
,41,,
,42,,
,54,,
,59,,
,69,,
,81,,
ah_3' overhang,16,,
,17,,
,25,,
,29,,
,41,,
,42,,
,54,,
,59,,
,69,,
,81,,
ah_5' stem,16,-0.3233969153969154,8.890163762387614e-26
,17,-0.3263387423387423,3.033503875079103e-26
,25,-0.9717965877965878,0.0
,29,-0.950053766053766,0.0
,41,-0.943888183888184,0.0
,42,0.016330912330912332,0.6059820308928323
,54,0.08123632523632524,0.010171210380621099
,59,0.16000800400800402,3.649737223305726e-07
,69,-0.07845504645504646,0.013076118647523175
,81,-0.7567309087309088,1.942211536358977e-186
ah_3' stem,16,-0.705939657939658,1.1290779737017516e-151
,17,-0.9182158622158622,0.0
,25,0.27863196263196266,2.7450077787976903e-19
,29,0.21541082341082343,5.805385026999068e-12
,41,-0.2306822306822307,1.5185750361402186e-13
,42,-0.8663427023427023,3.6264568349337694e-303
,54,0.4577999657999658,5.899947617705224e-53
,59,-0.5214347814347815,8.2975937759684e-71
,69,-0.9121256281256281,0.0
,81,-0.7317243597243598,2.5146962329222085e-168
PAM-proximal region,16,-0.5158075661623314,4.5077615523145563e-69
,17,-0.6211454291877536,9.275627602315737e-108
,25,-0.6650583282025231,1.075918717835974e-128
,29,-0.5451624748872415,1.7104435733271198e-78
,41,-0.5262692708075705,2.5242209176780044e-72
,42,-0.43526329236394024,1.7445980057851426e-47
,54,-0.6352369515754669,4.1577997913601706e-114
,59,-0.3144350072615485,2.1875110883604538e-24
,69,-0.46426708711918285,1.3294665677394305e-54
,81,-0.6434112522418519,6.056145931436733e-118
central region,16,-0.47865332463391547,2.1393850945589223e-58
,17,-0.3406773442035537,1.3532819314013245e-28
,25,-0.5970014981173553,1.3221438549351605e-97
,29,-0.5104723231380516,1.8586237701968704e-67
,41,-0.46186853962354407,5.479173865734341e-54
,42,0.0519504479430375,0.10061664510320091
,54,-0.29327623896755584,2.7545160102740893e-21
,59,-0.4302066597686052,2.592169825089527e-46
,69,-0.6301960618150693,8.4646286691652e-112
,81,-0.36837742925817213,1.691833080233804e-33
PAM-distal region,16,0.9894356036437348,0.0
,17,0.9910822839322709,0.0
,25,0.9896792078286428,0.0
,29,0.9846707417875493,0.0
,41,0.9856814351503826,0.0
,42,0.9890397828438773,0.0
,54,0.9855696352297573,0.0
,59,0.988347778955852,0.0
,69,0.9921314259556189,0.0
,81,0.9885734068319428,0.0
