Struct,First_6,Middle_8,Last_6
Unpaired,0.01932673846194252,0.019260627718352012,0.012762963904363149
Paired-Opening,0.01398718931460805,0.01445907254299826,0.009983539547971333
Paired-Closing,0.00011356473666987682,2.4891189100735575e-05,0.0
