Struct,First_6,Middle_8,Last_6
Unpaired,0.0014325500531421835,0.0006943474834284376,0.0010360898169944333
Paired-Opening,0.0008751340052436,0.0002846600921640815,0.0
Paired-Closing,0.0,0.00029457884157161435,0.0007843529558883001
