Struct,First_6,Middle_8,Last_6
Unpaired,0.0014443170334498834,0.0008785707851280249,0.001717734488939633
Paired-Opening,0.0013703172632247168,0.00032709432378722213,0.0
Paired-Closing,0.00035514562927566664,0.0005775437626055751,0.0017049973061193668
