crRNA spacer,bh_maximal consecutive paired bases,bh_maximal consecutive unpaired bases,bh_5' overhang,bh_3' overhang,bh_5' stem,bh_3' stem,dsDNA target,ah_maximal consecutive paired bases,ah_maximal consecutive unpaired bases,ah_5' overhang,ah_3' overhang,ah_5' stem,ah_3' stem,PAM-proximal region,central region,PAM-distal region,crRNA spacer,bh_maximal consecutive paired bases,bh_maximal consecutive unpaired bases,bh_5' overhang,bh_3' overhang,bh_5' stem,bh_3' stem,dsDNA target,ah_maximal consecutive paired bases,ah_maximal consecutive unpaired bases,ah_5' overhang,ah_3' overhang,ah_5' stem,ah_3' stem,PAM-proximal region,central region,PAM-distal region
0.9231587,0.9655172,0.2044166,0.20032828,0.20032828,0.88,0.88,0.5693585,0.5304118,0.9169722,1.0,1.0,0.91580623,0.45903844,0.5744905,0.53257716,0.60468185,0.0006458083375122574,0.004602474696386102,-0.0215256308513444,-0.009442567087158285,0.0010935873062245104,0.001313753639239052,-0.0004376016584925274,0.024421259193529273,0.0067357818169372615,-0.00034297833108224595,0.0016243824725324244,-0.0037175072890126516,0.22483906377232935,0.006712606197717336,-0.014706690756891178,-0.012007232549946739,-0.01705753257246156
0.779103,0.85560083,0.84689593,0.9742972,0.94,0.88,0.82929426,0.40215844,0.54172957,0.9169722,1.0,1.0,0.43924022,0.81015444,0.29074037,0.39712265,0.59801525,0.003276703739201834,-0.001824222341752606,0.0017997474913656899,0.012769864088803224,-0.0071650213719461975,0.002061934814240812,-0.0007705597649974513,-0.02808326783788566,0.006077008146656639,-0.003963646749259256,-0.00015385462184872606,-0.0008835771268813359,-0.07169999481363,0.015716625696006663,0.050516138411642694,0.024032045927830675,-0.010982637397920835
0.61045486,0.58891976,0.9125177,0.94,0.8578162,0.85529643,0.88,0.298807,0.26572734,1.0,1.0,1.0,0.21545461,0.21545461,0.58699054,0.45803174,0.38468182,0.00017006597432417365,-0.0034258660689795314,0.011096008291414874,0.0063144809846058456,0.0004497700257666751,-0.00030258675637276854,2.969238645150786e-05,-0.027874237433827033,-0.008098795297537483,-0.007430068360770974,0.0002799799122000274,-0.002139544203634138,-0.1202916222468501,-0.015820904166756838,-0.005316513789494734,0.00481720298919452,0.01373445520592688
0.9231587,0.9655172,0.18061753,0.17700517,0.17700517,0.88,0.88,0.5049584,0.68821794,0.9169722,1.0,1.0,0.7207664,0.6122561,0.49574053,0.46984994,0.7091263,-0.0009930058569224093,0.0019201381981604807,-0.020185579213647293,-0.015333957391898172,-0.0009422499758585464,0.0019295097307270603,-0.00203959700442675,-0.009166377281407151,0.010907296411154874,-0.0022721039470033496,0.0025471745157434,-0.00291756702030607,0.08378010294000926,0.004122863371815927,0.010509255418094353,0.010021783704331245,-0.027537723515238553
0.7796857,0.81832856,0.75260043,0.7375484,0.9742972,0.88,0.88,0.57375836,0.78548926,0.93697226,1.0,1.0,0.6368832,0.7081103,0.53074056,0.54894084,0.43468177,0.001864216881241328,-0.002289067894001069,0.0026394171879598476,0.003022729876523139,-0.010603142117919464,0.0004645296532063932,-0.0013079857674310224,0.020031899542622033,0.0009674589377558574,-0.0029289693373525296,0.0007904789423464827,-0.0014849904773788058,0.028144028203028033,-0.006832490082311015,-0.005486414900815905,-0.015849875247629663,0.01847086408744111
0.9231587,0.9655172,0.3699106,0.3625124,0.3625124,0.88,0.88,0.5588069,0.4785963,1.0,1.0,1.0,0.38805106,0.38805106,0.5319906,0.7407591,0.6013486,0.0018577052908391228,0.00386678735653182,-0.0064576791994183725,-0.0036135423026797103,0.006891812339825329,0.00036433554780902045,-0.002463716301930329,0.0017628326738382061,-0.0011885130952994022,-0.007849763088637503,-0.00012864536520423777,-0.0010824880072797288,-0.09563551030103984,-0.010633445942875838,-0.001109522956027808,-0.040583098827888485,-0.009271240857182773
0.7950703,0.8421699,0.83617324,0.86768097,0.94022495,0.88,0.88,0.3577584,0.65717286,0.93697226,1.0,1.0,0.7752469,0.46972153,0.6157405,0.1998499,0.47579288,0.006040563955666805,-0.00209484229205762,0.006203545329781913,0.007305204544308983,-0.0037596931650150304,-7.475818739858538e-05,0.0011475633999019047,-0.05043163837970633,0.006019612790374284,-0.002059416093125012,0.002424860004599596,-0.0017821444590151885,0.10117558081772375,0.009452164759182185,-0.03071575411739302,0.08371115840632848,0.009331287170908075
0.9231587,0.9655172,0.22705849,0.22251733,0.22251733,0.88,0.88,0.46120697,0.40065387,1.0,1.0,1.0,0.3248545,0.3248545,0.6482405,0.5943953,0.5135708,0.0023579921583385347,0.0036394539819414847,-0.010632084116463665,-0.004017230859077993,0.005732904677735412,0.0004908198645868999,-0.0009387533698689796,-0.012325003451351142,-0.002963238825494469,-0.008722795152580348,-0.0005529182270425477,-0.0012994373563358908,-0.11303203993148586,-0.007624941165245606,-0.013319943600461702,-0.01604788677977793,0.0004220865212031485
0.6761308,0.42998976,0.84038705,0.94,0.77078164,0.94859445,0.88,0.45695838,0.52584976,0.93697226,1.0,1.0,0.8813847,0.39067012,0.6157405,0.4071226,0.475793,0.0025342616588419063,-0.011916280154780572,0.015162245185634258,-0.0025646036859978045,0.001857126298753443,0.0016215627220153832,-0.0004519362230141464,-0.011968401204419084,0.006647537136216879,-0.0026053775009325262,0.0019226845984888444,-0.0017126855669941403,0.19475028690490262,0.008740739254185947,-0.021781250631598432,0.022509579700723436,0.008675958526360944
0.7989164,0.89430994,0.524586,0.94,0.51409435,0.7973995,0.88,0.64320695,0.5522637,1.0,1.0,1.0,0.44778132,0.44778132,0.76199055,0.610759,0.7635708,0.002065647749622777,0.001629568246181448,-0.00015848215901242822,0.007571607470783024,0.006251835941532047,-0.002063712850176774,-0.0010983042152388973,0.022205272520364975,0.0017982302836689892,-0.010791476814172632,-0.00028900468543637816,-0.0027159767160804104,-0.08910982017051987,-0.008381125603762163,-0.03419135172545989,-0.023603155155151826,-0.030763347806351662
0.9231587,0.9655172,0.19200784,0.18816768,0.18816768,0.88,0.88,0.5669585,0.5324516,0.93697226,1.0,1.0,0.43171754,0.90868837,0.46324056,0.4680317,0.66357076,0.0003468671041808854,0.0007133992178274392,-0.01423986261512242,-0.01978341677369639,6.57737682244007e-05,0.0012812532892608095,-0.001962985461164107,0.009262310333354958,0.003837380034880665,-0.006529104063475508,1.4795154385647268e-05,-0.002230635147276625,-0.0863851346007338,0.019535276585975904,0.014468850014899897,0.0077247217035813906,-0.011691435000799253
0.7563173,0.8553936,0.7035773,0.99229723,0.94,0.88,0.81621236,0.38280693,0.3375275,1.0,1.0,1.0,0.27367094,0.27367094,0.45199054,0.60894084,0.3591262,0.0031205943058571304,-0.00034386490862835885,0.004753643759490884,0.006163628993530113,-0.001991837498840725,0.00016491407040078205,0.00024022785799685962,-0.023387712131827443,-0.006608324965038306,-0.005574874568131886,0.0005209884492686097,-0.0015450154259885023,-0.12317589522718789,-0.015076095234484277,0.006636852311183653,-0.022702144950443336,0.01834883312316042
0.9231587,0.9655172,0.3699106,0.3625124,0.3625124,0.88,0.88,0.69215846,0.6914327,0.9169722,1.0,1.0,0.8944528,0.5599514,0.6694906,0.7407591,0.6013486,0.0036802844669212176,0.00822850672643269,-0.007074562905952851,-0.01001208579414576,0.009540571840562714,0.0015978163669445817,-0.0015149407155713632,0.06400409242999758,0.010571030253522937,-0.0012033065017873865,0.0008641421015388001,-0.002405769047592239,0.17151725152115724,0.004390747626424235,-0.02833415534296721,-0.06042397694146616,-0.014825323446056858
0.7598722,0.67884594,0.92723864,0.94,0.7903214,0.54746133,0.88,0.5631099,0.48396337,0.48083293,1.0,0.48083293,0.39240274,1.0,0.53074056,0.71075904,0.5213484,0.0008841819083737297,-0.0007007190333996589,0.011996218865771154,0.007979738426519162,-0.0030944830477533723,-0.0008731565735914375,-0.0006958687611236165,0.009468728790362061,0.0038297346289233873,0.04089552691932581,0.0001655345774668343,0.022252655415458775,-0.09900382983682748,0.0016837548059591384,-0.002469384901563506,-0.050076806411908675,-0.0016189830469474722
