Struct,First_6,Middle_9,Last_6
Unpaired,0.0018656993293685667,0.0014758923429700223,0.0012371247482236166
Paired-Opening,0.0014285399755359666,0.0005626014576242944,0.0
Paired-Closing,0.0,0.0006278487801418254,0.001036236335865
