Struct,First_6,Middle_8,Last_6
Unpaired,0.00706004793247635,0.003300677788832975,0.0020840279900828334
Paired-Opening,0.0081234727601703,0.0022328728646553997,0.00164680615080025
Paired-Closing,0.0011536169709361165,0.00032917003547470655,0.0
