Struct,First_6,Middle_11,Last_6
Unpaired,0.00581279535326525,0.006021120730145873,0.005573691040247583
Paired-Opening,0.003750127294070383,0.0039019544013004183,0.003256769671330083
Paired-Closing,0.0,0.0,0.0
