Base,First_6,Middle_8,Last_6
A,0.003425074246627,0.002256767265928325,0.00198718195840035
C,0.005775193990510084,0.0028113733376960498,0.003078398615490033
G,0.006309113454440033,0.0022679084359646376,0.0027074700571580166
T,0.005193986492239783,0.0023126859333631373,0.00192160577557935
