Struct,First_6,Middle_8,Last_6
Unpaired,0.0013786931073571,0.0006910159046127876,0.00051379955095155
Paired-Opening,0.00065218075011245,0.00034454930813655,0.00029101458982048334
Paired-Closing,0.0001656020242378554,0.00010353917853088381,0.0
