Struct,First_6,Middle_9,Last_6
Unpaired,0.0013028793768008501,0.0011226207681265666,0.00110784291401025
Paired-Opening,0.0008476204384255333,0.00044409832873226556,0.0
Paired-Closing,0.00038395462863385,0.0008653756395620111,0.0009088475252444999
