trial,validation_mse,unseen_pearson,unseen_spearman
0,0.4489989451354644,0.7415771971478451,0.73064570067462
1,0.4500086247064298,0.7426652530089046,0.7305468163679599
2,0.45261795647303016,0.7402461864410412,0.7260124411233926
3,0.4503172814084963,0.7396152957147392,0.7284104851100756
4,0.45120158316024217,0.7402553113621733,0.7282797555185124
5,0.45659468002316683,0.7325677668639957,0.7214621244523499
6,0.44975668414627157,0.7407228430853589,0.7270944686147276
7,0.44913132334022865,0.7406275734133182,0.7270043660067207
8,0.44963697461433194,0.7434537720129675,0.7312167214990666
9,0.4464799374160952,0.7443524237240818,0.7311751342885774
10,0.4572849532512103,0.7357076131624574,0.7232586794640329
11,0.4469804810048774,0.7439840530889612,0.7311696272971893
12,0.450685385969513,0.7402038945247177,0.7267322063716861
13,0.4458224167976793,0.7434468028194533,0.7304087675003225
14,0.4519036006899071,0.739296069909994,0.7262622188080733
15,0.4454243692274297,0.7416923218175526,0.7288106917513136
16,0.4509339024198687,0.7399582543401954,0.7269565116316294
17,0.45123512263731513,0.7390207881264472,0.7254563518200272
18,0.44898311235723326,0.7430912459388126,0.7302742568316211
19,0.45219560006431986,0.7395688570148898,0.7274623066466113
20,0.44992989920766446,0.739901987259261,0.7261009609776938
21,0.448950395044474,0.741620526824745,0.7280588556552293
22,0.4444389299265702,0.7444164828474007,0.7314539229061335
23,0.4483097296742191,0.7426865684881983,0.7300272309935569
24,0.4469091088552979,0.7408331883375827,0.7271867402750408
25,0.4516043770208047,0.7410547128073154,0.729085189366035
26,0.45259904884261665,0.7392203407018755,0.7259614574175285
27,0.45065395697388333,0.7397379378587061,0.7267977834862013
28,0.44923788840318607,0.7401961808056141,0.7265364110342473
29,0.44834279303990926,0.7413824715389855,0.728956171465428
30,0.4509400310498448,0.7392846276743215,0.7265754415046068
31,0.4469757772515694,0.7430141596607018,0.7297916612456518
32,0.4516501386119537,0.7413899286575694,0.7284084812747259
33,0.4465443153646667,0.7416285643985383,0.7283898132531338
34,0.4525493939016389,0.7424512382856068,0.7287842110187259
35,0.4468992318358485,0.7420821720676419,0.7285452835428081
36,0.4520722144324751,0.7404804653656224,0.7287464075135921
37,0.4489547707358582,0.7433858060433975,0.7312527927513086
38,0.4470329406629988,0.7412053133946188,0.7292642516167105
39,0.44624784539737666,0.7419965730295688,0.7278693960221777
