Base,First_6,Middle_8,Last_6
A,0.0014608070810108332,0.0012658403267897,0.0013058203875288
C,0.00296851820096395,0.002316092654710125,0.002132574760188717
G,0.0022043532922474,0.0018798655630371751,0.0034099015754664
T,0.0031693288284708166,0.0027881438629630876,0.0023242436774656336
