Struct,First_6,Middle_8,Last_6
Unpaired,0.0011102602887087165,0.0016626212466860624,0.001001231084833583
Paired-Opening,0.00085544486266645,0.0004952683646284,0.0
Paired-Closing,4.3787797441108416e-07,0.0004401184041641231,0.0006731346698480167
