Base,First_6,Middle_8,Last_6
A,0.004214215150878267,0.003991264355095675,0.0035853123050373164
C,0.00455207616997415,0.0036158483773691126,0.0021012324603841997
G,0.004611622333597816,0.003423572536330375,0.0030299491224177496
T,0.003155225502168567,0.0024796722530248377,0.0015355217186790832
