trial,validation_mse,unseen_pearson,unseen_spearman
0,0.04692797688392544,0.7465394877180522,0.7469677784116958
1,0.045055068600764324,0.7592931533290428,0.756738051137956
2,0.05224439315236547,0.7176714657731309,0.7242401813973873
3,0.0448110904064968,0.7583101475188451,0.7553662582388564
4,0.044989720978407775,0.7578871903157512,0.7556737861510251
5,0.04554883937303696,0.7569300254823974,0.7551402354613075
6,0.046129128859889026,0.7531423629207212,0.7531865067472421
7,0.046016847358166364,0.7531607336621741,0.7528210282936005
8,0.0465513997530233,0.7465804405032233,0.7453517492229239
9,0.045206121550398916,0.7601357704987539,0.7588057225051691
10,0.04485885991303928,0.7620021044546132,0.7594159751595979
11,0.04533543183781159,0.7588735655535263,0.7558704694609454
12,0.04605022869148983,0.7564127765751998,0.7540847669779283
13,0.04491916450042559,0.760165874196108,0.7590344641057585
14,0.04502699635724001,0.7569685420489165,0.7552917020346495
15,0.04615135957081423,0.7608684292381981,0.7598694570195272
16,0.04533697764373834,0.7586567440181312,0.7572840163170927
17,0.04540155210977611,0.7551079941385282,0.7542980846641014
18,0.045947043091238524,0.7543904385788783,0.7536149413835
19,0.045369843905926965,0.759242857515751,0.7573845261820982
20,0.044946769133232645,0.754144744281146,0.7552930246934727
21,0.04523684963032582,0.7604447011805118,0.7582941467215328
22,0.04495099209394367,0.759202165999332,0.7573041355583974
23,0.045050906076735855,0.7602172088812018,0.7587731301861672
24,0.04534930803789592,0.7570197681879072,0.7557536242961147
25,0.04514253199997056,0.7635269582615622,0.7598852037029805
26,0.04505289107833887,0.7594035585698783,0.758976164974888
27,0.04541585856220126,0.757606600846607,0.7565643925673201
28,0.04519875217261646,0.7544937300154976,0.7513838976365792
29,0.04537406942940932,0.7576764698678776,0.7545878798873524
30,0.04496477996281899,0.7605845583793154,0.7585595799037554
31,0.04538691066466043,0.7584991854953043,0.7569114783078819
32,0.044905548716475445,0.7597205347963341,0.7576320310841147
33,0.04528741220775573,0.7598431747374164,0.7578803932307511
34,0.04451974141252396,0.7628678493204973,0.7597258597337824
35,0.04444193370310788,0.759686221220764,0.7566032672476583
36,0.044597107980970704,0.7610271414614473,0.7579480519268544
37,0.0450116206528669,0.7569334130832016,0.7552383137689789
38,0.04517695000880379,0.756114472358737,0.7539933148291402
39,0.04543964994752698,0.7540533385243336,0.7528736722103209
