Struct,First_6,Middle_8,Last_6
Unpaired,0.021705788741535687,0.016443128947363113,0.014952603402087851
Paired-Opening,0.019247027032007983,0.017490923707212086,0.012491405632559486
Paired-Closing,0.00023754723499433333,5.8055212172241045e-05,0.0
